Pclass,Sex,Cabin,Embarked,Age,SibSp,Parch,Fare,Survived
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,22.0,1,0,7.25,0
1.0146715831544408,1.5280538487786721,0.653786106679365,0.686575929502356,38.0,1,0,71.2833,1
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,-0.19390306656745915,26.0,0,0,7.925,1
1.0146715831544408,1.5280538487786721,0.653786106679365,-0.19390306656745915,35.0,1,0,53.1,1
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,35.0,0,0,8.05,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,0.022514329837507084,27.25581395348837,0,0,8.4583,0
1.0146715831544408,-0.9835168255543433,1.6108988330737752,-0.19390306656745915,54.0,0,0,51.8625,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,2.0,3,1,21.075,0
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,-0.19390306656745915,27.0,0,2,11.1333,1
0.3626616900366113,1.5280538487786721,0.3015655130900127,0.686575929502356,14.0,1,0,30.0708,1
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,-0.19390306656745915,4.0,1,1,16.7,1
1.0146715831544408,1.5280538487786721,0.653786106679365,-0.19390306656745915,58.0,0,0,26.55,1
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,20.0,0,0,8.05,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,39.0,1,5,31.275,0
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,-0.19390306656745915,14.0,0,0,7.8542,0
0.3626616900366113,1.5280538487786721,0.3015655130900127,-0.19390306656745915,55.0,0,0,16.0,1
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,0.022514329837507084,2.0,4,1,29.125,0
0.3626616900366113,-0.9835168255543433,0.3015655130900127,-0.19390306656745915,16.022,0,0,13.0,1
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,-0.19390306656745915,31.0,1,0,18.0,0
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,0.686575929502356,19.329787234042552,0,0,7.225,1
0.3626616900366113,-0.9835168255543433,0.3015655130900127,-0.19390306656745915,35.0,0,0,26.0,0
0.3626616900366113,-0.9835168255543433,1.6108988330737752,-0.19390306656745915,34.0,0,0,13.0,1
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,0.022514329837507084,15.0,0,0,8.0292,1
1.0146715831544408,-0.9835168255543433,0.3379331572608877,-0.19390306656745915,28.0,0,0,35.5,1
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,-0.19390306656745915,8.0,3,1,21.075,0
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,-0.19390306656745915,38.0,1,5,31.3875,1
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,0.686575929502356,27.25581395348837,0,0,7.225,0
1.0146715831544408,-0.9835168255543433,0.653786106679365,-0.19390306656745915,19.0,3,2,263.0,0
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,0.022514329837507084,19.329787234042552,0,0,7.8792,1
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,27.25581395348837,0,0,7.8958,0
1.0146715831544408,-0.9835168255543433,0.653786106679365,0.686575929502356,40.0,0,0,27.7208,0
1.0146715831544408,1.5280538487786721,1.5419059615868236,0.686575929502356,34.9390243902439,1,0,146.5208,1
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,0.022514329837507084,19.329787234042552,0,0,7.75,1
0.3626616900366113,-0.9835168255543433,0.3015655130900127,-0.19390306656745915,66.0,0,0,10.5,0
1.0146715831544408,-0.9835168255543433,0.653786106679365,0.686575929502356,28.0,1,0,82.1708,0
1.0146715831544408,-0.9835168255543433,0.653786106679365,-0.19390306656745915,42.0,1,0,52.0,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,0.686575929502356,22.274210526315787,0,0,7.2292,1
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,21.0,0,0,8.05,0
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,-0.19390306656745915,18.0,2,0,18.0,0
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,0.686575929502356,14.0,1,0,11.2417,1
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,-0.19390306656745915,40.0,1,0,9.475,0
0.3626616900366113,1.5280538487786721,0.3015655130900127,-0.19390306656745915,27.0,1,0,21.0,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,0.686575929502356,27.25581395348837,0,0,7.8958,0
0.3626616900366113,1.5280538487786721,0.3015655130900127,0.686575929502356,3.0,1,2,41.5792,1
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,0.022514329837507084,19.0,0,0,7.8792,1
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,27.25581395348837,0,0,8.05,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,0.022514329837507084,27.25581395348837,1,0,15.5,0
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,0.022514329837507084,19.329787234042552,0,0,7.75,1
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,0.686575929502356,27.25581395348837,2,0,21.6792,0
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,-0.19390306656745915,18.0,1,0,17.8,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,7.0,4,1,39.6875,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,21.0,0,0,7.8,0
1.0146715831544408,1.5280538487786721,1.6108988330737752,0.686575929502356,49.0,1,0,76.7292,1
0.3626616900366113,1.5280538487786721,0.3015655130900127,-0.19390306656745915,29.0,1,0,26.0,1
1.0146715831544408,-0.9835168255543433,1.5419059615868236,0.686575929502356,65.0,0,1,61.9792,0
1.0146715831544408,-0.9835168255543433,0.653786106679365,-0.19390306656745915,36.248000000000005,0,0,35.5,1
0.3626616900366113,1.5280538487786721,0.3015655130900127,-0.19390306656745915,21.0,0,0,10.5,1
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,0.686575929502356,28.5,0,0,7.2292,0
0.3626616900366113,1.5280538487786721,0.3015655130900127,-0.19390306656745915,5.0,1,2,27.75,1
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,11.0,5,2,46.9,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,0.686575929502356,22.0,0,0,7.2292,0
1.0146715831544408,1.5280538487786721,1.5419059615868236,-0.19390306656745915,38.0,0,0,80.0,1
1.0146715831544408,-0.9835168255543433,0.653786106679365,-0.19390306656745915,45.0,1,0,83.475,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,4.0,3,2,27.9,0
1.0146715831544408,-0.9835168255543433,0.653786106679365,0.686575929502356,44.575,0,0,27.7208,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,0.686575929502356,22.274210526315787,1,1,15.2458,1
0.3626616900366113,1.5280538487786721,0.3015655130900127,-0.19390306656745915,29.0,0,0,10.5,1
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,19.0,0,0,8.1583,0
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,-0.19390306656745915,17.0,4,2,7.925,1
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,26.0,2,0,8.6625,0
0.3626616900366113,-0.9835168255543433,0.3015655130900127,-0.19390306656745915,32.0,0,0,10.5,0
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,-0.19390306656745915,16.0,5,2,46.9,0
0.3626616900366113,-0.9835168255543433,0.3015655130900127,-0.19390306656745915,21.0,0,0,73.5,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,0.686575929502356,26.0,1,0,14.4542,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,32.0,0,0,56.4958,1
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,25.0,0,0,7.65,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,27.25581395348837,0,0,7.8958,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,27.25581395348837,0,0,8.05,0
0.3626616900366113,-0.9835168255543433,0.3015655130900127,-0.19390306656745915,0.83,0,2,29.0,1
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,-0.19390306656745915,30.0,0,0,12.475,1
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,22.0,0,0,9.0,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,29.0,0,0,9.5,1
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,0.022514329837507084,19.329787234042552,0,0,7.7875,1
1.0146715831544408,-0.9835168255543433,0.653786106679365,-0.19390306656745915,28.0,0,0,47.1,0
0.3626616900366113,1.5280538487786721,0.3015655130900127,-0.19390306656745915,17.0,0,0,10.5,1
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,-0.19390306656745915,33.0,3,0,15.85,1
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,16.0,1,3,34.375,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,27.25581395348837,0,0,8.05,0
1.0146715831544408,1.5280538487786721,0.653786106679365,-0.19390306656745915,23.0,3,2,263.0,1
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,24.0,0,0,8.05,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,29.0,0,0,8.05,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,20.0,0,0,7.8542,0
1.0146715831544408,-0.9835168255543433,1.6108988330737752,-0.19390306656745915,46.0,1,0,61.175,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,26.0,1,2,20.575,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,59.0,0,0,7.25,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,27.25581395348837,0,0,8.05,0
1.0146715831544408,-0.9835168255543433,0.3379331572608877,0.686575929502356,71.0,0,0,34.6542,0
1.0146715831544408,-0.9835168255543433,1.6108988330737752,0.686575929502356,23.0,0,1,63.3583,1
0.3626616900366113,1.5280538487786721,0.3015655130900127,-0.19390306656745915,34.0,0,1,23.0,1
0.3626616900366113,-0.9835168255543433,0.3015655130900127,-0.19390306656745915,34.0,1,0,26.0,0
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,-0.19390306656745915,28.0,0,0,7.8958,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,27.25581395348837,0,0,7.8958,0
1.0146715831544408,-0.9835168255543433,1.6108988330737752,-0.19390306656745915,21.0,0,1,77.2875,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,33.0,0,0,8.6542,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,37.0,2,0,7.925,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,28.0,0,0,7.8958,0
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,-0.19390306656745915,21.0,0,0,7.65,1
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,22.274210526315787,0,0,7.775,1
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,38.0,0,0,7.8958,0
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,0.022514329837507084,19.329787234042552,1,0,24.15,1
1.0146715831544408,-0.9835168255543433,0.653786106679365,-0.19390306656745915,47.0,0,0,52.0,0
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,0.686575929502356,14.5,1,0,14.4542,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,22.0,0,0,8.05,0
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,-0.19390306656745915,20.0,1,0,9.825,0
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,0.686575929502356,17.0,0,0,14.4583,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,21.0,0,0,7.925,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,0.022514329837507084,70.5,0,0,7.75,0
0.3626616900366113,-0.9835168255543433,0.3015655130900127,-0.19390306656745915,29.0,1,0,21.0,0
1.0146715831544408,-0.9835168255543433,1.5419059615868236,0.686575929502356,24.0,0,1,247.5208,0
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,-0.19390306656745915,2.0,4,2,31.275,0
0.3626616900366113,-0.9835168255543433,0.3015655130900127,-0.19390306656745915,21.0,2,0,73.5,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,27.25581395348837,0,0,8.05,0
0.3626616900366113,-0.9835168255543433,0.3015655130900127,0.686575929502356,32.5,1,0,30.0708,0
0.3626616900366113,1.5280538487786721,1.6108988330737752,-0.19390306656745915,32.5,0,0,13.0,1
1.0146715831544408,-0.9835168255543433,1.6108988330737752,-0.19390306656745915,54.0,0,1,77.2875,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,0.686575929502356,12.0,1,0,11.2417,1
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,0.022514329837507084,27.25581395348837,0,0,7.75,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,24.0,0,0,7.1417,1
-0.6683058112762066,1.5280538487786721,1.6108988330737752,0.686575929502356,19.329787234042552,1,1,22.3583,1
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,45.0,0,0,6.975,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,0.686575929502356,33.0,0,0,7.8958,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,20.0,0,0,7.05,0
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,-0.19390306656745915,47.0,1,0,14.5,0
0.3626616900366113,1.5280538487786721,0.3015655130900127,-0.19390306656745915,29.0,1,0,26.0,1
0.3626616900366113,-0.9835168255543433,0.3015655130900127,-0.19390306656745915,25.0,0,0,13.0,0
0.3626616900366113,-0.9835168255543433,0.3015655130900127,0.686575929502356,23.0,0,0,15.0458,0
1.0146715831544408,1.5280538487786721,1.6108988330737752,-0.19390306656745915,19.0,0,2,26.2833,1
1.0146715831544408,-0.9835168255543433,0.653786106679365,-0.19390306656745915,37.0,1,0,53.1,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,16.0,0,0,9.2167,0
1.0146715831544408,-0.9835168255543433,1.5419059615868236,0.686575929502356,24.0,0,0,79.2,0
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,0.686575929502356,23.818181818181817,0,2,15.2458,0
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,-0.19390306656745915,22.0,0,0,7.75,1
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,-0.19390306656745915,24.0,1,0,15.85,1
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,0.022514329837507084,19.0,0,0,6.75,0
0.3626616900366113,-0.9835168255543433,0.3015655130900127,-0.19390306656745915,18.0,0,0,11.5,0
0.3626616900366113,-0.9835168255543433,0.3015655130900127,-0.19390306656745915,19.0,1,1,36.75,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,27.0,0,0,7.7958,1
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,-0.19390306656745915,9.0,2,2,34.375,0
0.3626616900366113,-0.9835168255543433,0.3015655130900127,-0.19390306656745915,36.5,0,2,26.0,0
0.3626616900366113,-0.9835168255543433,0.3015655130900127,-0.19390306656745915,42.0,0,0,13.0,0
0.3626616900366113,-0.9835168255543433,0.3015655130900127,-0.19390306656745915,51.0,0,0,12.525,0
1.0146715831544408,1.5280538487786721,0.653786106679365,-0.19390306656745915,22.0,1,0,66.6,1
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,55.5,0,0,8.05,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,40.5,0,2,14.5,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,27.25581395348837,0,0,7.3125,0
1.0146715831544408,-0.9835168255543433,0.653786106679365,0.686575929502356,51.0,0,1,61.3792,0
-0.6683058112762066,1.5280538487786721,-0.6998053843587746,0.022514329837507084,16.0,0,0,7.7333,1
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,30.0,0,0,8.05,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,27.25581395348837,0,0,8.6625,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,27.25581395348837,8,2,69.55,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,44.0,0,1,16.1,0
0.3626616900366113,1.5280538487786721,0.3015655130900127,-0.19390306656745915,40.0,0,0,15.75,1
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,26.0,0,0,7.775,0
-0.6683058112762066,-0.9835168255543433,-0.6998053843587746,-0.19390306656745915,17.0,0,0,8.6625,0
